Accident_ID,City,Latitude,Longitude,Date,Time,Severity,Vehicle_Type,Weather,Road_Condition,Road_Type,Light_Condition,Speed_Limit,Casualties
4888,Kolkata,22.587926198480897,88.37021488526689,2024-07-12,06:55,Minor,Bike,Rainy,Dry,Rural Road,Night,30,1
4889,Ahmedabad,22.936316746864126,72.64699255154339,2024-11-09,09:53,Minor,Bicycle,Rainy,Wet,Rural Road,Street Lights,60,2
4890,Ahmedabad,22.97679739448648,72.55827785381521,2024-11-01,10:40,Minor,Bike,Foggy,Dry,Highway,Night,80,4
4891,Ahmedabad,23.061513382748227,72.47084614530407,2024-11-23,05:05,Major,Auto,Foggy,Wet,City Road,Daylight,100,0
4892,Delhi,28.630364241102864,77.25540773900116,2024-06-01,21:32,Major,Bike,Clear,Under Construction,City Road,Street Lights,30,3
4893,Jaipur,26.980680879063804,75.83761356998592,2024-04-02,19:08,Minor,Auto,Clear,Under Construction,Rural Road,Night,100,0
4894,Delhi,28.505380762327086,77.16703675154045,2024-06-08,13:37,Fatal,Auto,Rainy,Dry,Rural Road,Street Lights,80,4
4895,Jaipur,26.800730236015582,75.8305685994318,2024-02-14,09:13,Fatal,Bike,Cloudy,Wet,Highway,Street Lights,50,4
4896,Ahmedabad,23.105859330499978,72.59365342450758,2024-08-08,13:47,Minor,Bus,Clear,Under Construction,Rural Road,Street Lights,40,2
4897,Kolkata,22.693949543132412,88.50720299629474,2024-06-25,03:08,Fatal,Bus,Rainy,Dry,City Road,Daylight,100,4
4898,Chennai,13.120151693122176,80.39385343680263,2024-06-10,20:41,Minor,Bike,Foggy,Dry,Rural Road,Street Lights,30,0
4899,Bangalore,12.922481024512157,77.56938640361254,2024-07-07,06:01,Minor,Auto,Foggy,Dry,City Road,Street Lights,80,1
4900,Jaipur,26.902488403139973,75.84627589691382,2024-12-23,03:11,Major,Auto,Cloudy,Under Construction,Rural Road,Night,80,3
4901,Chennai,13.159604373922024,80.26896827944071,2024-11-14,18:29,Minor,Bus,Rainy,Under Construction,City Road,Daylight,40,2
4902,Chennai,13.045556502587988,80.21457083590788,2024-09-07,20:35,Minor,Truck,Foggy,Wet,Rural Road,Night,80,1
4903,Kolkata,22.51894172660207,88.43328092381395,2024-11-28,13:40,Minor,Auto,Rainy,Wet,Rural Road,Street Lights,40,0
4904,Kolkata,22.634330563331805,88.20849998456751,2024-06-03,06:34,Minor,Bike,Rainy,Wet,Highway,Street Lights,40,1
4905,Jaipur,26.805758848563556,75.6640001666929,2024-09-10,04:45,Major,Truck,Clear,Dry,Highway,Daylight,40,1
4906,Hyderabad,17.32515544353237,78.41081546218435,2024-07-29,21:28,Minor,Bike,Foggy,Wet,City Road,Night,80,2
4907,Mumbai,18.91732273605022,72.99185101292176,2024-09-15,19:17,Major,Car,Cloudy,Wet,Rural Road,Daylight,60,2
4908,Hyderabad,17.340854376696466,78.48216068098586,2024-06-07,04:43,Minor,Truck,Cloudy,Wet,City Road,Daylight,60,1
4909,Bangalore,12.925366331840015,77.59780501782792,2024-04-13,21:29,Fatal,Auto,Clear,Under Construction,Highway,Daylight,80,4
4910,Delhi,28.651454020077434,77.12860357992444,2024-12-26,03:40,Major,Truck,Cloudy,Under Construction,Highway,Daylight,40,1
4911,Ahmedabad,23.1840364385793,72.63674537361715,2024-03-02,19:23,Minor,Bike,Clear,Under Construction,City Road,Night,100,0
4912,Hyderabad,17.481618969561783,78.50719055546251,2024-05-06,12:28,Major,Bike,Cloudy,Wet,Highway,Street Lights,30,0
4913,Delhi,28.686580786674277,77.16614715413411,2024-08-16,01:38,Major,Truck,Cloudy,Under Construction,Rural Road,Night,60,1
4914,Mumbai,19.193818758642145,72.79282507630487,2024-03-30,07:18,Minor,Bus,Rainy,Dry,Rural Road,Night,40,2
4915,Ahmedabad,22.90906946256034,72.56024380601755,2024-04-06,08:44,Minor,Truck,Cloudy,Wet,City Road,Daylight,100,4
4916,Hyderabad,17.27996268047312,78.50184923071059,2024-07-14,00:39,Minor,Auto,Clear,Wet,Highway,Street Lights,60,1
4917,Ahmedabad,23.124073661628938,72.44772266272692,2024-10-13,02:07,Major,Auto,Rainy,Wet,Highway,Night,30,1
4918,Jaipur,27.057461160795693,75.79254535564239,2024-10-01,01:57,Minor,Auto,Cloudy,Dry,Rural Road,Daylight,40,1
4919,Mumbai,19.192928290834274,72.84006007173474,2024-01-03,06:47,Major,Bicycle,Rainy,Dry,City Road,Street Lights,40,6
4920,Jaipur,26.828036178687963,75.71804180460036,2024-08-02,14:34,Minor,Car,Cloudy,Under Construction,Highway,Night,40,0
4921,Bangalore,12.920123295913486,77.58509465305096,2024-11-25,21:46,Major,Truck,Cloudy,Under Construction,Highway,Daylight,60,3
4922,Ahmedabad,22.972517105044357,72.57650690944165,2024-04-18,03:36,Minor,Car,Rainy,Wet,Rural Road,Daylight,40,2
4923,Kolkata,22.487460025385467,88.36689999666562,2024-09-04,20:47,Fatal,Bus,Clear,Under Construction,Rural Road,Daylight,80,4
4924,Hyderabad,17.355293934928845,78.55431414898015,2024-09-06,15:52,Minor,Auto,Clear,Wet,City Road,Daylight,40,4
4925,Kolkata,22.684699337839913,88.38057703460304,2024-09-25,20:30,Minor,Truck,Rainy,Dry,Rural Road,Street Lights,50,0
4926,Ahmedabad,23.013840430223336,72.75072644025897,2024-02-04,11:33,Minor,Truck,Foggy,Wet,City Road,Street Lights,60,1
4927,Kolkata,22.557742200459142,88.26997394204811,2024-01-12,20:43,Major,Bicycle,Foggy,Dry,Highway,Daylight,40,2
4928,Mumbai,19.034002811756817,72.81130595045887,2024-10-24,01:52,Minor,Car,Cloudy,Dry,Rural Road,Daylight,60,2
4929,Hyderabad,17.309689786880693,78.48147868479482,2024-07-15,18:37,Minor,Auto,Rainy,Dry,Highway,Street Lights,40,2
4930,Mumbai,19.166495889438067,72.78788718428636,2024-04-01,12:49,Minor,Truck,Foggy,Wet,Highway,Daylight,100,0
4931,Ahmedabad,23.05901790104041,72.51736395861911,2024-09-04,16:10,Minor,Car,Rainy,Wet,Rural Road,Street Lights,50,0
4932,Chennai,13.11094132775041,80.37750139048315,2024-06-27,21:29,Fatal,Bus,Cloudy,Wet,Highway,Night,80,2
4933,Jaipur,26.917248097883608,75.85289988224918,2024-08-07,09:46,Minor,Bike,Clear,Under Construction,Rural Road,Night,60,2
4934,Jaipur,26.814758088947887,75.60917698137729,2024-02-01,14:53,Fatal,Bike,Rainy,Dry,Highway,Night,50,1
4935,Chennai,13.129013606026279,80.3897463517182,2024-11-08,12:06,Fatal,Bus,Rainy,Wet,City Road,Street Lights,60,3
4936,Delhi,28.62218507690857,77.15584334239087,2024-02-27,06:04,Minor,Car,Cloudy,Dry,Highway,Street Lights,100,2
4937,Delhi,28.58790874298928,77.22625700486829,2024-02-02,12:22,Minor,Car,Foggy,Dry,Rural Road,Street Lights,80,1
4938,Chennai,13.223350440585197,80.26243256933431,2024-05-16,05:19,Minor,Bike,Foggy,Under Construction,Highway,Daylight,50,1
4939,Bangalore,12.965521861800033,77.6082002878657,2024-08-17,03:11,Minor,Bicycle,Cloudy,Wet,City Road,Daylight,50,3
4940,Hyderabad,17.343537256713876,78.6374263454429,2024-05-16,08:14,Fatal,Bicycle,Foggy,Wet,Rural Road,Street Lights,50,1
4941,Chennai,13.224110627891065,80.23844337303588,2024-01-26,17:53,Minor,Auto,Foggy,Dry,City Road,Night,80,1
4942,Bangalore,12.889425745050286,77.62940064817393,2024-09-06,14:37,Fatal,Bus,Clear,Wet,Highway,Street Lights,30,4
4943,Jaipur,27.025919639590544,75.8179655944952,2024-05-14,18:34,Major,Bus,Rainy,Dry,Rural Road,Night,30,2
4944,Mumbai,19.112860237393257,72.92674619516724,2024-09-23,15:10,Minor,Auto,Foggy,Under Construction,Rural Road,Daylight,60,3
4945,Kolkata,22.63221996680262,88.19751297443668,2024-03-16,03:44,Major,Auto,Foggy,Wet,Highway,Street Lights,40,2
4946,Ahmedabad,23.080479153129968,72.51162782670443,2024-12-25,21:24,Fatal,Bicycle,Clear,Under Construction,Rural Road,Street Lights,80,3
4947,Delhi,28.663928250447295,77.15222593827801,2024-06-22,22:21,Minor,Bus,Rainy,Under Construction,Rural Road,Night,40,2
4948,Delhi,28.546968386173738,77.12929292702871,2024-05-07,10:11,Minor,Bike,Cloudy,Wet,City Road,Daylight,40,3
4949,Delhi,28.69462770034913,77.2421821191785,2024-11-06,14:58,Fatal,Bicycle,Foggy,Dry,City Road,Daylight,100,3
4950,Jaipur,26.883195484962982,75.72820082342808,2024-02-19,16:25,Minor,Bike,Clear,Dry,City Road,Street Lights,100,2
4951,Bangalore,13.001434900870425,77.54913522362158,2024-11-01,00:52,Major,Car,Clear,Dry,Rural Road,Street Lights,60,0
4952,Hyderabad,17.40164507740383,78.46276319120564,2024-03-28,03:46,Minor,Bus,Cloudy,Dry,Rural Road,Daylight,60,2
4953,Bangalore,12.890200532244164,77.56669614980909,2024-05-16,04:05,Minor,Bus,Cloudy,Under Construction,Highway,Night,60,2
4954,Kolkata,22.559315055063646,88.36761881160652,2024-07-23,10:08,Minor,Bus,Rainy,Dry,Rural Road,Night,40,1
4955,Ahmedabad,23.024498951953376,72.76210608577938,2024-08-05,18:35,Fatal,Car,Rainy,Dry,Highway,Night,100,3
4956,Chennai,13.135210859989854,80.31318426890647,2024-09-12,05:06,Fatal,Truck,Cloudy,Dry,Highway,Street Lights,80,2
4957,Ahmedabad,23.100677553453423,72.44816525247978,2024-05-14,05:50,Major,Bike,Clear,Dry,Rural Road,Street Lights,30,4
4958,Ahmedabad,23.054439647705617,72.68342518207167,2024-04-05,23:10,Minor,Auto,Rainy,Wet,City Road,Daylight,40,3
4959,Delhi,28.668471218654993,77.17657897773655,2024-01-22,09:04,Major,Truck,Cloudy,Dry,Highway,Night,60,4
4960,Bangalore,13.058523800426824,77.69684844125726,2024-05-02,23:51,Minor,Bike,Clear,Wet,Highway,Street Lights,100,2
4961,Jaipur,26.84321745899688,75.71610238994663,2024-01-20,01:01,Minor,Bicycle,Cloudy,Wet,City Road,Daylight,50,2
4962,Bangalore,12.877433955394315,77.58013727315233,2024-05-17,15:56,Minor,Bicycle,Foggy,Under Construction,Rural Road,Street Lights,30,3
4963,Ahmedabad,22.999895002574323,72.52193250999267,2024-06-15,11:02,Minor,Truck,Cloudy,Under Construction,Rural Road,Street Lights,80,0
4964,Bangalore,12.975994674439482,77.67547412933075,2024-07-22,15:09,Major,Bus,Cloudy,Under Construction,City Road,Daylight,50,0
4965,Ahmedabad,22.900865028333804,72.53434266181566,2024-02-25,08:50,Fatal,Auto,Foggy,Dry,Highway,Street Lights,80,2
4966,Bangalore,13.037701931189423,77.57392297905474,2024-06-17,10:28,Major,Car,Clear,Dry,City Road,Night,30,0
4967,Mumbai,19.023685743012734,73.06253915713216,2024-09-10,00:04,Minor,Bicycle,Foggy,Under Construction,Rural Road,Night,50,1
4968,Kolkata,22.499250187933296,88.257505163363,2024-08-07,23:16,Major,Car,Clear,Dry,City Road,Daylight,100,4
4969,Ahmedabad,23.062603626266053,72.46627797611025,2024-01-10,17:54,Major,Bike,Rainy,Wet,Rural Road,Night,60,2
4970,Bangalore,12.862597601407167,77.7057186132146,2024-10-05,05:11,Major,Bus,Rainy,Wet,Highway,Night,40,2
4971,Hyderabad,17.43101672728467,78.57101688321673,2024-08-14,18:05,Minor,Bike,Cloudy,Under Construction,Rural Road,Night,30,2
4972,Delhi,28.69709289312381,77.30096210101499,2024-06-08,07:10,Minor,Car,Rainy,Under Construction,Highway,Street Lights,50,0
4973,Ahmedabad,23.09763713085196,72.63079430541931,2024-09-07,04:04,Fatal,Car,Clear,Dry,City Road,Night,30,0
4974,Kolkata,22.50987578972504,88.44503655566304,2024-06-09,20:55,Fatal,Bicycle,Cloudy,Dry,Rural Road,Street Lights,80,3
4975,Delhi,28.61445036862995,76.98104312955,2024-03-08,16:16,Minor,Truck,Rainy,Dry,City Road,Daylight,30,1
4976,Ahmedabad,22.956030146661572,72.51422252679374,2024-06-23,16:28,Major,Bike,Cloudy,Wet,City Road,Daylight,80,0
4977,Mumbai,19.140272573496308,72.95225859155981,2024-07-07,00:57,Fatal,Bike,Cloudy,Wet,Highway,Night,60,3
4978,Hyderabad,17.657150044976795,78.51207046113028,2024-09-29,20:52,Minor,Auto,Clear,Under Construction,City Road,Daylight,80,1
4979,Kolkata,22.587051562479708,88.2760573859072,2024-05-03,00:45,Minor,Bike,Foggy,Dry,City Road,Night,30,3
4980,Bangalore,12.98017110674439,77.49820457323291,2024-08-24,12:55,Major,Bus,Foggy,Wet,Highway,Night,80,2
4981,Chennai,13.10775277934459,80.36483511098365,2024-10-29,11:11,Minor,Auto,Foggy,Wet,Highway,Night,50,3
4982,Hyderabad,17.50701566319293,78.45958420620421,2024-06-05,04:48,Minor,Bike,Clear,Under Construction,City Road,Daylight,80,2
4983,Delhi,28.626470113818087,77.09100266032341,2024-11-02,18:15,Fatal,Bike,Cloudy,Wet,Rural Road,Street Lights,30,2
4984,Ahmedabad,23.048432609689574,72.68825725612739,2024-10-26,02:19,Fatal,Auto,Foggy,Dry,Rural Road,Daylight,30,3
4985,Bangalore,12.953929253313495,77.48728963107631,2024-12-03,11:08,Major,Bus,Clear,Dry,City Road,Daylight,40,2
4986,Hyderabad,17.350365094516604,78.50185726574342,2024-02-23,14:02,Minor,Auto,Rainy,Dry,Rural Road,Daylight,80,3
4987,Chennai,13.136574898352945,80.26158191476594,2024-08-19,11:51,Minor,Auto,Foggy,Wet,Highway,Night,100,0
4988,Delhi,28.604186116976457,77.28233317955554,2024-12-11,04:08,Minor,Car,Foggy,Dry,Rural Road,Daylight,60,0
4989,Chennai,13.06357812420155,80.18897338383813,2024-10-18,00:57,Minor,Car,Cloudy,Dry,Highway,Street Lights,50,1
4990,Bangalore,12.999022556752292,77.54566625608038,2024-09-14,14:19,Minor,Truck,Clear,Wet,Highway,Street Lights,80,2
4991,Ahmedabad,23.075362121679788,72.56767383807416,2024-07-08,15:14,Minor,Bike,Foggy,Under Construction,Rural Road,Night,80,5
4992,Chennai,13.034315679973382,80.34717228338167,2024-07-30,19:15,Fatal,Bus,Clear,Under Construction,City Road,Street Lights,30,2
4993,Mumbai,19.09493340643424,72.89858608264542,2024-07-26,09:33,Minor,Truck,Clear,Wet,Rural Road,Daylight,50,1
4994,Jaipur,26.899843853204544,75.68551090832685,2024-07-15,02:39,Minor,Auto,Clear,Dry,City Road,Night,100,3
4995,Mumbai,19.152149295380102,72.9042639318542,2024-04-28,10:19,Major,Auto,Rainy,Dry,Highway,Street Lights,40,3
4996,Delhi,28.647088686108734,77.28683452686859,2024-12-01,03:30,Minor,Bus,Foggy,Dry,City Road,Night,80,2
4997,Delhi,28.38066881564145,77.0688778740511,2024-02-22,08:41,Minor,Truck,Cloudy,Dry,Rural Road,Daylight,40,0
4998,Chennai,13.08180654257845,80.18292062397423,2024-04-25,23:09,Fatal,Car,Foggy,Wet,Highway,Night,30,2
4999,Hyderabad,17.501782041328937,78.48937554244186,2024-11-10,12:03,Major,Bike,Foggy,Under Construction,City Road,Street Lights,40,2
5000,Hyderabad,17.378269104437486,78.47468786997035,2024-12-07,22:24,Major,Auto,Foggy,Under Construction,Highway,Street Lights,40,1
5001,Hyderabad,17.447133201392376,78.48297371629188,2024-07-09,18:25,Minor,Bicycle,Cloudy,Under Construction,City Road,Night,40,1
5002,Mumbai,19.09722083869932,72.93181054296092,2024-05-19,03:58,Minor,Car,Rainy,Dry,Rural Road,Daylight,80,0
5003,Delhi,28.60461421268001,77.22451028306328,2024-05-11,15:39,Major,Car,Rainy,Wet,Rural Road,Daylight,30,1
5004,Chennai,13.021803343009337,80.2313160217538,2024-10-28,22:45,Major,Bus,Rainy,Dry,Highway,Daylight,30,2
5005,Kolkata,22.565497054595156,88.40489411948968,2024-02-22,08:00,Fatal,Bike,Foggy,Under Construction,Highway,Night,100,1
5006,Ahmedabad,23.038599275300825,72.6394397402943,2024-07-29,23:23,Major,Bus,Foggy,Under Construction,Highway,Street Lights,50,2
5007,Mumbai,19.047737595925284,72.83027944377805,2024-01-06,21:37,Minor,Car,Rainy,Wet,Highway,Street Lights,80,1
5008,Bangalore,12.940402681958059,77.62587589690199,2024-04-12,01:37,Minor,Bus,Rainy,Dry,Highway,Night,80,2
5009,Hyderabad,17.4342270621727,78.59437207213212,2024-05-07,04:26,Major,Auto,Cloudy,Wet,Highway,Night,30,2
5010,Mumbai,19.17728433872937,72.89350325874872,2024-07-19,14:41,Fatal,Bicycle,Clear,Wet,Highway,Night,80,0
5011,Delhi,28.597102319251984,77.0965237432922,2024-02-24,22:09,Minor,Bus,Foggy,Wet,City Road,Daylight,50,2
5012,Chennai,12.996560878425335,80.35172464077364,2024-05-22,07:35,Major,Auto,Foggy,Dry,Rural Road,Night,50,2
5013,Delhi,28.58268903772044,77.17092791628028,2024-04-21,11:19,Minor,Truck,Foggy,Dry,Highway,Daylight,40,2
5014,Chennai,13.077458221547497,80.24887989650009,2024-08-28,15:59,Fatal,Bike,Rainy,Under Construction,City Road,Daylight,50,5
5015,Kolkata,22.557802253762226,88.5082524196747,2024-11-29,01:03,Minor,Bicycle,Clear,Wet,Rural Road,Street Lights,100,2
5016,Hyderabad,17.38070627998734,78.4392467418081,2024-09-25,14:32,Minor,Car,Cloudy,Dry,City Road,Daylight,80,4
5017,Chennai,13.14386287834603,80.3852710993692,2024-03-13,13:48,Minor,Auto,Cloudy,Under Construction,Highway,Street Lights,60,0
5018,Ahmedabad,23.072308274995716,72.59680127190053,2024-06-10,02:28,Minor,Bike,Clear,Under Construction,Highway,Night,40,1
5019,Kolkata,22.50812087256435,88.24475331056398,2024-07-30,07:25,Minor,Auto,Cloudy,Wet,Highway,Night,30,5
5020,Delhi,28.577382499895613,77.36222184618269,2024-07-31,06:54,Fatal,Car,Foggy,Dry,Rural Road,Daylight,40,4
5021,Bangalore,12.980688837928174,77.5276115107245,2024-10-30,18:47,Major,Bus,Clear,Wet,Rural Road,Street Lights,60,2
5022,Ahmedabad,22.878079043539227,72.55886599049583,2024-12-11,02:38,Minor,Bike,Cloudy,Under Construction,Rural Road,Daylight,40,4
5023,Hyderabad,17.45126200966391,78.47297583021367,2024-07-18,09:43,Fatal,Truck,Rainy,Under Construction,City Road,Street Lights,60,1
5024,Ahmedabad,22.869103233852947,72.52697514299176,2024-02-07,11:02,Major,Bicycle,Foggy,Under Construction,Highway,Daylight,40,1
5025,Ahmedabad,22.856795271110187,72.54698804210834,2024-06-13,15:28,Minor,Truck,Rainy,Wet,Highway,Daylight,40,1
5026,Chennai,13.133607818170278,80.27641795104918,2024-12-08,17:18,Major,Truck,Rainy,Wet,City Road,Daylight,40,3
5027,Ahmedabad,23.21045836703424,72.62327567560008,2024-04-07,11:28,Major,Bicycle,Clear,Wet,Rural Road,Night,100,0
5028,Bangalore,12.931593301218557,77.67152618506832,2024-11-30,15:48,Major,Truck,Rainy,Wet,Highway,Night,40,1
5029,Bangalore,13.011851601014534,77.56879782803867,2024-12-18,03:20,Minor,Car,Cloudy,Wet,Rural Road,Street Lights,50,2
5030,Kolkata,22.571095368473777,88.3120236142366,2024-01-24,20:35,Major,Bike,Foggy,Under Construction,Rural Road,Daylight,80,2
5031,Delhi,28.68739032776164,77.33474966602446,2024-02-03,08:59,Minor,Car,Rainy,Under Construction,Highway,Daylight,50,3
5032,Delhi,28.57707449028771,77.3162601213587,2024-11-17,11:49,Major,Bus,Foggy,Wet,Rural Road,Street Lights,60,2
5033,Kolkata,22.638946955158875,88.47368218664455,2024-12-11,01:54,Minor,Auto,Rainy,Under Construction,City Road,Daylight,80,5
5034,Mumbai,19.036470175701986,72.78624483269559,2024-05-27,14:52,Minor,Bicycle,Rainy,Under Construction,City Road,Night,40,1
5035,Delhi,28.610107059308696,77.23890037231372,2024-03-05,04:25,Minor,Bus,Cloudy,Wet,Rural Road,Street Lights,30,0
5036,Ahmedabad,22.933595216946365,72.49913295169662,2024-11-07,04:31,Major,Auto,Rainy,Wet,Highway,Night,30,0
5037,Mumbai,19.087422478259683,72.81018224296038,2024-11-10,21:12,Minor,Truck,Cloudy,Dry,Highway,Street Lights,30,3
5038,Chennai,13.116053494452919,80.30069941791255,2024-09-10,10:35,Minor,Bus,Cloudy,Wet,City Road,Night,50,1
5039,Jaipur,26.942405852817583,75.99359225383095,2024-07-21,04:08,Fatal,Car,Foggy,Under Construction,Rural Road,Street Lights,80,3
5040,Ahmedabad,23.20618191612397,72.53076522687576,2024-12-24,06:51,Fatal,Auto,Rainy,Under Construction,City Road,Street Lights,30,2
5041,Mumbai,19.125915682127122,72.87323694378551,2024-01-30,16:06,Minor,Truck,Cloudy,Dry,City Road,Daylight,40,0
5042,Jaipur,26.872069147337744,75.80037671233174,2024-07-24,18:25,Minor,Car,Foggy,Wet,Rural Road,Daylight,100,0
5043,Hyderabad,17.502702538933075,78.37858852281195,2024-10-30,18:22,Fatal,Car,Foggy,Under Construction,Rural Road,Street Lights,100,1
5044,Bangalore,13.057791920500256,77.66503836810979,2024-05-24,16:56,Major,Bicycle,Clear,Under Construction,Highway,Daylight,30,4
5045,Delhi,28.655756746330017,77.28389708815044,2024-03-30,03:54,Fatal,Bike,Clear,Under Construction,City Road,Daylight,50,0
5046,Kolkata,22.47929207697241,88.37042851722529,2024-01-16,21:28,Minor,Bike,Cloudy,Dry,Highway,Daylight,80,1
5047,Mumbai,19.227696101981053,72.77147169898998,2024-10-07,21:41,Minor,Truck,Foggy,Under Construction,Rural Road,Street Lights,60,2
5048,Bangalore,12.956056428371053,77.682302154251,2024-06-15,18:15,Minor,Car,Foggy,Dry,Highway,Daylight,100,0
5049,Jaipur,26.974203184752202,75.80790485372262,2024-04-15,05:47,Major,Bus,Clear,Under Construction,Highway,Night,30,2
5050,Bangalore,12.900687031805864,77.4958945334641,2024-07-15,12:52,Major,Bicycle,Rainy,Wet,Highway,Daylight,30,3
5051,Ahmedabad,22.886633688049567,72.82044097534342,2024-04-01,18:17,Fatal,Truck,Foggy,Wet,City Road,Daylight,40,1
5052,Chennai,13.1279211558772,80.25764998113404,2024-05-12,06:43,Minor,Bike,Foggy,Under Construction,City Road,Daylight,30,2
5053,Hyderabad,17.47300813395938,78.52846295086918,2024-06-17,06:14,Major,Auto,Clear,Under Construction,Highway,Street Lights,30,0
5054,Ahmedabad,23.082871210026784,72.5972665670269,2024-10-16,00:58,Minor,Bus,Foggy,Wet,Highway,Street Lights,60,3
5055,Mumbai,19.023995620128836,72.81249602028493,2024-02-25,06:19,Minor,Bike,Foggy,Under Construction,City Road,Daylight,30,0
5056,Chennai,13.13995500986258,80.31783082289303,2024-05-09,07:49,Minor,Bus,Clear,Wet,Rural Road,Daylight,40,2
5057,Delhi,28.65006114931701,77.2263929854047,2024-06-25,09:49,Major,Bus,Foggy,Dry,City Road,Daylight,80,4
5058,Jaipur,27.07783982024477,75.69964943040186,2024-07-04,08:44,Fatal,Bicycle,Rainy,Dry,City Road,Daylight,50,3
5059,Delhi,28.50117615684271,77.16396114269709,2024-08-15,20:46,Minor,Truck,Cloudy,Under Construction,Highway,Night,50,2
5060,Ahmedabad,23.0077283380218,72.69466589095018,2024-11-04,18:13,Minor,Car,Foggy,Dry,City Road,Night,50,2
5061,Ahmedabad,22.924781659019377,72.69543924223638,2024-12-24,13:13,Minor,Car,Foggy,Under Construction,Rural Road,Street Lights,60,2
5062,Ahmedabad,22.894045994872393,72.60671965302417,2024-06-16,11:30,Minor,Bus,Foggy,Under Construction,Highway,Daylight,100,3
5063,Delhi,28.69609325113603,77.20551136217674,2024-10-20,01:48,Minor,Bicycle,Cloudy,Wet,Highway,Street Lights,40,1
5064,Delhi,28.50013417482678,77.15129125990752,2024-01-21,06:23,Major,Bicycle,Clear,Dry,Highway,Night,40,3
5065,Ahmedabad,23.006486235437237,72.46555823770065,2024-02-05,03:12,Fatal,Bicycle,Foggy,Wet,Rural Road,Night,30,1
5066,Mumbai,19.18902442037906,72.915605123157,2024-04-02,06:24,Major,Car,Foggy,Wet,City Road,Street Lights,50,1
5067,Kolkata,22.70205691878282,88.39696957449851,2024-08-27,16:09,Minor,Car,Clear,Dry,Highway,Street Lights,60,1
5068,Ahmedabad,23.068510332434876,72.6458164134662,2024-05-23,13:43,Minor,Bike,Rainy,Under Construction,City Road,Night,100,1
5069,Jaipur,26.94190961209299,75.77630627317465,2024-12-01,12:37,Minor,Car,Cloudy,Wet,Rural Road,Night,30,1
5070,Chennai,13.183921259506096,80.31265226566336,2024-12-03,08:23,Major,Bike,Clear,Wet,Highway,Daylight,100,2
5071,Chennai,13.011626666730722,80.31302346048918,2024-09-24,12:34,Minor,Bike,Rainy,Under Construction,Highway,Daylight,50,0
5072,Delhi,28.60010958366054,77.3079370838507,2024-03-13,18:18,Minor,Auto,Cloudy,Under Construction,City Road,Street Lights,30,2
5073,Kolkata,22.52054813891278,88.33681913854377,2024-12-16,04:03,Major,Car,Cloudy,Under Construction,City Road,Night,60,0
5074,Chennai,13.035801583758499,80.34514573032477,2024-09-09,23:07,Minor,Bus,Foggy,Wet,Rural Road,Night,60,2
5075,Jaipur,26.778575163950137,75.77675995317946,2024-07-18,04:15,Minor,Auto,Foggy,Dry,Highway,Daylight,50,1
5076,Hyderabad,17.321485753031116,78.4281141492513,2024-09-08,21:16,Major,Car,Clear,Wet,Highway,Daylight,100,0
5077,Jaipur,26.917192353466845,75.69224249760552,2024-09-22,08:06,Minor,Truck,Cloudy,Wet,Highway,Daylight,40,1
5078,Delhi,28.81278773849535,77.19139676906556,2024-01-29,05:47,Minor,Auto,Foggy,Wet,Highway,Daylight,40,1
5079,Delhi,28.59230235459817,77.36585860758916,2024-12-04,23:05,Minor,Auto,Foggy,Wet,City Road,Daylight,100,0
5080,Kolkata,22.57580102182567,88.37282409122311,2024-05-19,00:55,Minor,Bicycle,Foggy,Wet,City Road,Daylight,40,3
5081,Ahmedabad,22.972337642140857,72.7263384610875,2024-06-03,20:01,Minor,Bike,Cloudy,Under Construction,Highway,Night,100,1
5082,Jaipur,26.845970170660266,75.79410100489736,2024-04-04,23:50,Minor,Truck,Cloudy,Wet,Rural Road,Street Lights,50,6
5083,Mumbai,18.84934253809657,72.8706536989754,2024-03-14,05:56,Minor,Bicycle,Clear,Dry,City Road,Daylight,50,0
5084,Mumbai,19.042936240963886,72.90969616488199,2024-09-24,02:48,Minor,Bike,Cloudy,Under Construction,City Road,Night,50,0
5085,Mumbai,19.202107129693236,72.93476029709781,2024-12-06,12:33,Fatal,Bus,Rainy,Under Construction,City Road,Daylight,60,4
5086,Jaipur,26.907732148326325,75.7807518115214,2024-06-03,16:50,Minor,Car,Clear,Wet,City Road,Daylight,40,5
5087,Kolkata,22.61137285980803,88.38689988043748,2024-08-05,13:38,Fatal,Truck,Rainy,Wet,Rural Road,Daylight,100,3
5088,Chennai,13.043003052164886,80.16155833382469,2024-01-10,22:14,Minor,Auto,Foggy,Under Construction,Highway,Daylight,40,0
5089,Hyderabad,17.478498581707388,78.43358237382864,2024-08-27,15:14,Major,Bicycle,Rainy,Dry,Highway,Daylight,50,4
5090,Bangalore,13.045274921903028,77.65402748114992,2024-07-18,05:30,Major,Bus,Foggy,Dry,Highway,Street Lights,100,3
5091,Mumbai,19.023836380261347,72.9023657470812,2024-04-01,04:29,Major,Bike,Rainy,Wet,Highway,Night,50,2
5092,Bangalore,13.101436281017643,77.65645695939257,2024-10-17,02:04,Minor,Bicycle,Clear,Dry,Highway,Night,60,2
5093,Hyderabad,17.281396962901404,78.51059405698453,2024-05-26,15:54,Minor,Truck,Foggy,Under Construction,Rural Road,Night,50,4
5094,Hyderabad,17.331275355889623,78.48614839446158,2024-12-18,11:57,Minor,Auto,Clear,Wet,Rural Road,Street Lights,60,2
